Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data,None,,,,,
01476,"=""13:52:17.415""",0xB4FCFDF,ch1,Receive,0x0052,Data,Standard,0x08,x| 01 51 C1 62 30 BD 00 00 ,KC Tool:          4th 8 bytes,,,,,
01477,"=""13:52:17.415""",0xB4FCFE5,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01478,"=""13:52:17.415""",0xB4FD01F,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01479,"=""13:52:17.415""",0xB4FD027,ch1,Receive,0x004F,Data,Standard,0x08,x| FF FE F0 FF FD F7 F1 FF ,KC Tool:          1st 8 bytes,,,,,
01480,"=""13:52:17.415""",0xB4FD03C,ch1,Receive,0x0050,Data,Standard,0x08,x| 70 B5 07 25 09 29 0A D9 ,KC Tool:          2nd 8 bytes,,,,,
01481,"=""13:52:17.415""",0xB4FD058,ch1,Receive,0x0051,Data,Standard,0x08,x| C4 68 A1 F1 0A 06 06 EB ,KC Tool:          3rd 8 bytes,,,,,
01482,"=""13:52:17.415""",0xB4FD06D,ch1,Receive,0x0052,Data,Standard,0x08,x| 46 06 B5 40 AC 43 B3 40 ,KC Tool:          4th 8 bytes,,,,,
01483,"=""13:52:17.415""",0xB4FD073,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01484,"=""13:52:17.415""",0xB4FD0BD,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01485,"=""13:52:17.445""",0xB4FD0C6,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F9 01 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	VACUUM_ENABLE = OFF,,,,,
01486,"=""13:52:17.445""",0xB4FD0CB,ch1,Receive,0x004F,Data,Standard,0x08,x| 1C 43 C4 60 07 E0 04 69 ,KC Tool:          1st 8 bytes,,,,,
01487,"=""13:52:17.445""",0xB4FD0D7,ch1,Receive,0x0002,Data,Standard,0x00,x| ,Control Panel:    HOUR_METER_REQUEST,,,,,
01488,"=""13:52:17.445""",0xB4FD0E0,ch1,Receive,0x0050,Data,Standard,0x08,x| 01 EB 41 06 B5 40 AC 43 ,KC Tool:          2nd 8 bytes,,,,,
01489,"=""13:52:17.445""",0xB4FD0F5,ch1,Receive,0x0051,Data,Standard,0x08,x| B3 40 1C 43 04 61 83 6B ,KC Tool:          3rd 8 bytes,,,,,
01490,"=""13:52:17.445""",0xB4FD10B,ch1,Receive,0x0052,Data,Standard,0x08,x| C3 F3 01 54 12 1B 92 1C ,KC Tool:          4th 8 bytes,,,,,
01491,"=""13:52:17.445""",0xB4FD111,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01492,"=""13:52:17.445""",0xB4FD14B,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01493,"=""13:52:17.445""",0xB4FD156,ch1,Receive,0x004F,Data,Standard,0x08,x| 02 EB 82 04 1F 22 A2 40 ,KC Tool:          1st 8 bytes,,,,,
01494,"=""13:52:17.445""",0xB4FD15B,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01495,"=""13:52:17.445""",0xB4FD15E,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01496,"=""13:52:17.445""",0xB4FD16B,ch1,Receive,0x0050,Data,Standard,0x08,x| 93 43 A1 40 0B 43 83 63 ,KC Tool:          2nd 8 bytes,,,,,
01497,"=""13:52:17.445""",0xB4FD181,ch1,Receive,0x0051,Data,Standard,0x08,x| 70 BD 82 6B 49 1E 22 F4 ,KC Tool:          3rd 8 bytes,,,,,
01498,"=""13:52:17.445""",0xB4FD197,ch1,Receive,0x0052,Data,Standard,0x08,x| 40 12 42 EA 01 51 81 63 ,KC Tool:          4th 8 bytes,,,,,
01499,"=""13:52:17.445""",0xB4FD19D,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01500,"=""13:52:17.476""",0xB4FD1F4,ch1,Receive,0x004F,Data,Standard,0x08,x| 70 47 70 B5 07 25 09 29 ,KC Tool:          1st 8 bytes,,,,,
01501,"=""13:52:17.476""",0xB4FD209,ch1,Receive,0x0050,Data,Standard,0x08,x| 0A D9 C4 68 A1 F1 0A 06 ,KC Tool:          2nd 8 bytes,,,,,
01502,"=""13:52:17.476""",0xB4FD21F,ch1,Receive,0x0051,Data,Standard,0x08,x| 06 EB 46 06 B5 40 AC 43 ,KC Tool:          3rd 8 bytes,,,,,
01503,"=""13:52:17.476""",0xB4FD235,ch1,Receive,0x0052,Data,Standard,0x08,x| B3 40 1C 43 C4 60 07 E0 ,KC Tool:          4th 8 bytes,,,,,
01504,"=""13:52:17.476""",0xB4FD23B,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01505,"=""13:52:17.476""",0xB4FD277,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01506,"=""13:52:17.476""",0xB4FD27E,ch1,Receive,0x004F,Data,Standard,0x08,x| 04 69 01 EB 41 06 B5 40 ,KC Tool:          1st 8 bytes,,,,,
01507,"=""13:52:17.476""",0xB4FD293,ch1,Receive,0x0050,Data,Standard,0x08,x| AC 43 B3 40 1C 43 04 61 ,KC Tool:          2nd 8 bytes,,,,,
01508,"=""13:52:17.476""",0xB4FD2A9,ch1,Receive,0x0051,Data,Standard,0x08,x| 1F 23 07 2A 09 D2 44 6B ,KC Tool:          3rd 8 bytes,,,,,
01509,"=""13:52:17.476""",0xB4FD2B0,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01510,"=""13:52:17.476""",0xB4FD2BF,ch1,Receive,0x0052,Data,Standard,0x08,x| 52 1E 02 EB 82 02 93 40 ,KC Tool:          4th 8 bytes,,,,,
01511,"=""13:52:17.476""",0xB4FD2C4,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01512,"=""13:52:17.505""",0xB4FD31B,ch1,Receive,0x004F,Data,Standard,0x08,x| 9C 43 91 40 0C 43 44 63 ,KC Tool:          1st 8 bytes,,,,,
01513,"=""13:52:17.505""",0xB4FD330,ch1,Receive,0x0050,Data,Standard,0x08,x| 70 BD 0D 2A 09 D2 04 6B ,KC Tool:          2nd 8 bytes,,,,,
01514,"=""13:52:17.505""",0xB4FD345,ch1,Receive,0x0051,Data,Standard,0x08,x| D2 1F 02 EB 82 02 93 40 ,KC Tool:          3rd 8 bytes,,,,,
01515,"=""13:52:17.505""",0xB4FD357,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01516,"=""13:52:17.505""",0xB4FD35C,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01517,"=""13:52:17.505""",0xB4FD361,ch1,Receive,0x0052,Data,Standard,0x08,x| 9C 43 91 40 0C 43 04 63 ,KC Tool:          4th 8 bytes,,,,,
01518,"=""13:52:17.505""",0xB4FD366,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01519,"=""13:52:17.505""",0xB4FD38B,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 06 00 01 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	TOP_SPEED_ADJUSTMENT,,,,,
01520,"=""13:52:17.505""",0xB4FD38F,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 03 00 00 ,Control Panel:    CONTROLLER_CHANGE_REQUEST          	BRUSH_ENABLE = OFF,,,,,
01521,"=""13:52:17.505""",0xB4FD3A2,ch1,Receive,0x004F,Data,Standard,0x08,x| 70 BD C4 6A 0D 3A 02 EB ,KC Tool:          1st 8 bytes,,,,,
01522,"=""13:52:17.505""",0xB4FD3A6,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01523,"=""13:52:17.505""",0xB4FD3B7,ch1,Receive,0x0050,Data,Standard,0x08,x| 82 02 93 40 9C 43 91 40 ,KC Tool:          2nd 8 bytes,,,,,
01524,"=""13:52:17.505""",0xB4FD3CD,ch1,Receive,0x0051,Data,Standard,0x08,x| 0C 43 C4 62 70 BD 81 68 ,KC Tool:          3rd 8 bytes,,,,,
01525,"=""13:52:17.505""",0xB4FD3E3,ch1,Receive,0x0052,Data,Standard,0x08,x| 41 F0 08 01 81 60 70 47 ,KC Tool:          4th 8 bytes,,,,,
01526,"=""13:52:17.505""",0xB4FD3E9,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01527,"=""13:52:17.535""",0xB4FD447,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 29 81 68 02 D0 41 F4 ,KC Tool:          1st 8 bytes,,,,,
01528,"=""13:52:17.535""",0xB4FD45C,ch1,Receive,0x0050,Data,Standard,0x08,x| A0 01 01 E0 21 F4 A0 01 ,KC Tool:          2nd 8 bytes,,,,,
01529,"=""13:52:17.535""",0xB4FD472,ch1,Receive,0x0051,Data,Standard,0x08,x| 81 60 70 47 00 29 81 68 ,KC Tool:          3rd 8 bytes,,,,,
01530,"=""13:52:17.535""",0xB4FD489,ch1,Receive,0x0052,Data,Standard,0x08,x| 02 D0 41 F4 02 11 01 E0 ,KC Tool:          4th 8 bytes,,,,,
01531,"=""13:52:17.535""",0xB4FD48E,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01532,"=""13:52:17.535""",0xB4FD4A4,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01533,"=""13:52:17.535""",0xB4FD4CF,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01534,"=""13:52:17.535""",0xB4FD4D4,ch1,Receive,0x004F,Data,Standard,0x08,x| 21 F4 02 11 81 60 70 47 ,KC Tool:          1st 8 bytes,,,,,
01535,"=""13:52:17.535""",0xB4FD4E8,ch1,Receive,0x0050,Data,Standard,0x08,x| 81 68 41 F0 04 01 81 60 ,KC Tool:          2nd 8 bytes,,,,,
01536,"=""13:52:17.535""",0xB4FD4FE,ch1,Receive,0x0051,Data,Standard,0x08,x| 70 47 00 00 06 49 00 28 ,KC Tool:          3rd 8 bytes,,,,,
01537,"=""13:52:17.535""",0xB4FD513,ch1,Receive,0x0052,Data,Standard,0x08,x| D1 F8 08 04 02 D0 40 F4 ,KC Tool:          4th 8 bytes,,,,,
01538,"=""13:52:17.535""",0xB4FD519,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01539,"=""13:52:17.535""",0xB4FD553,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01540,"=""13:52:17.535""",0xB4FD558,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01541,"=""13:52:17.565""",0xB4FD571,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 00 01 E0 20 F4 00 00 ,KC Tool:          1st 8 bytes,,,,,
01542,"=""13:52:17.565""",0xB4FD586,ch1,Receive,0x0050,Data,Standard,0x08,x| C1 F8 08 04 70 47 00 00 ,KC Tool:          2nd 8 bytes,,,,,
01543,"=""13:52:17.565""",0xB4FD59C,ch1,Receive,0x0051,Data,Standard,0x08,x| 00 20 01 40 2D E9 F0 43 ,KC Tool:          3rd 8 bytes,,,,,
01544,"=""13:52:17.565""",0xB4FD5B1,ch1,Receive,0x0052,Data,Standard,0x08,x| 4C 48 4D 49 4E 4A 90 F8 ,KC Tool:          4th 8 bytes,,,,,
01545,"=""13:52:17.565""",0xB4FD5B7,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01546,"=""13:52:17.565""",0xB4FD5F8,ch1,Receive,0x004F,Data,Standard,0x08,x| 00 80 0B 88 15 88 4B 48 ,KC Tool:          1st 8 bytes,,,,,
01547,"=""13:52:17.565""",0xB4FD5FC,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01548,"=""13:52:17.565""",0xB4FD60D,ch1,Receive,0x0050,Data,Standard,0x08,x| B8 F1 00 0F A5 EB 03 01 ,KC Tool:          2nd 8 bytes,,,,,
01549,"=""13:52:17.565""",0xB4FD623,ch1,Receive,0x0051,Data,Standard,0x08,x| 43 D0 B8 F1 07 0F 40 D0 ,KC Tool:          3rd 8 bytes,,,,,
01550,"=""13:52:17.565""",0xB4FD638,ch1,Receive,0x0052,Data,Standard,0x08,x| 01 80 48 4A 00 88 4F F0 ,KC Tool:          4th 8 bytes,,,,,
01551,"=""13:52:17.565""",0xB4FD63E,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01552,"=""13:52:17.565""",0xB4FD651,ch1,Receive,0x04CA,Data,Standard,0x08,x| 00 01 01 00 00 00 00 00 ,Control Panel:    CONTROL_PANEL_UPDATE_COMMAND,,,,,
01553,"=""13:52:17.565""",0xB4FD694,ch1,Receive,0x004F,Data,Standard,0x08,x| 64 09 14 88 48 4F 44 43 ,KC Tool:          1st 8 bytes,,,,,
01554,"=""13:52:17.565""",0xB4FD699,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01555,"=""13:52:17.596""",0xB4FD6AA,ch1,Receive,0x0050,Data,Standard,0x08,x| 94 FB F9 F6 44 4C 4A 46 ,KC Tool:          2nd 8 bytes,,,,,
01556,"=""13:52:17.596""",0xB4FD6BF,ch1,Receive,0x0051,Data,Standard,0x08,x| DF F8 2C C1 26 80 43 4E ,KC Tool:          3rd 8 bytes,,,,,
01557,"=""13:52:17.596""",0xB4FD6D4,ch1,Receive,0x0052,Data,Standard,0x08,x| 36 88 46 43 96 FB F9 F6 ,KC Tool:          4th 8 bytes,,,,,
01558,"=""13:52:17.596""",0xB4FD6DA,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01559,"=""13:52:17.596""",0xB4FD71D,ch1,Receive,0x004F,Data,Standard,0x08,x| 3E 80 42 4E 42 4F 36 88 ,KC Tool:          1st 8 bytes,,,,,
01560,"=""13:52:17.596""",0xB4FD727,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01561,"=""13:52:17.596""",0xB4FD732,ch1,Receive,0x0050,Data,Standard,0x08,x| 46 43 96 FB F9 F6 3E 80 ,KC Tool:          2nd 8 bytes,,,,,
01562,"=""13:52:17.596""",0xB4FD748,ch1,Receive,0x0051,Data,Standard,0x08,x| 40 4E 41 4F 36 88 46 43 ,KC Tool:          3rd 8 bytes,,,,,
01563,"=""13:52:17.596""",0xB4FD752,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01564,"=""13:52:17.596""",0xB4FD757,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01565,"=""13:52:17.596""",0xB4FD75D,ch1,Receive,0x0052,Data,Standard,0x08,x| 96 FB F2 F6 B6 B2 3E 80 ,KC Tool:          4th 8 bytes,,,,,
01566,"=""13:52:17.596""",0xB4FD763,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01567,"=""13:52:17.596""",0xB4FD7B9,ch1,Receive,0x004F,Data,Standard,0x08,x| 3E 4F 3F 88 47 43 97 FB ,KC Tool:          1st 8 bytes,,,,,
01568,"=""13:52:17.596""",0xB4FD7CF,ch1,Receive,0x0050,Data,Standard,0x08,x| F2 F7 AC F8 00 70 3D 4F ,KC Tool:          2nd 8 bytes,,,,,
01569,"=""13:52:17.625""",0xB4FD7E4,ch1,Receive,0x0051,Data,Standard,0x08,x| DF F8 F4 C0 3F 88 47 43 ,KC Tool:          3rd 8 bytes,,,,,
01570,"=""13:52:17.625""",0xB4FD7FA,ch1,Receive,0x0052,Data,Standard,0x08,x| 97 FB F9 F2 AC F8 00 20 ,KC Tool:          4th 8 bytes,,,,,
01571,"=""13:52:17.625""",0xB4FD7FF,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01572,"=""13:52:17.625""",0xB4FD847,ch1,Receive,0x004F,Data,Standard,0x08,x| 3A 4A 4F F0 00 0C B8 F1 ,KC Tool:          1st 8 bytes,,,,,
01573,"=""13:52:17.625""",0xB4FD854,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01574,"=""13:52:17.625""",0xB4FD85C,ch1,Receive,0x0050,Data,Standard,0x08,x| 08 0F 17 88 38 4A 0A D0 ,KC Tool:          2nd 8 bytes,,,,,
01575,"=""13:52:17.625""",0xB4FD871,ch1,Receive,0x0051,Data,Standard,0x08,x| 9F 42 0E D9 FB 1A 13 80 ,KC Tool:          3rd 8 bytes,,,,,
01576,"=""13:52:17.625""",0xB4FD887,ch1,Receive,0x0052,Data,Standard,0x08,x| 0D E0 36 4A 12 88 1A 44 ,KC Tool:          4th 8 bytes,,,,,
01577,"=""13:52:17.625""",0xB4FD88C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01578,"=""13:52:17.625""",0xB4FD891,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01579,"=""13:52:17.625""",0xB4FD8ED,ch1,Receive,0x004F,Data,Standard,0x08,x| D2 1A 02 80 B9 E7 AF 42 ,KC Tool:          1st 8 bytes,,,,,
01580,"=""13:52:17.656""",0xB4FD903,ch1,Receive,0x0050,Data,Standard,0x08,x| 01 D2 EB 1B F3 E7 32 4B ,KC Tool:          2nd 8 bytes,,,,,
01581,"=""13:52:17.656""",0xB4FD916,ch1,Receive,0x04CA,Data,Standard,0x08,x| 01 01 01 00 00 00 00 00 ,Control Panel:    CONTROL_PANEL_UPDATE_COMMAND,,,,,
01582,"=""13:52:17.656""",0xB4FD91B,ch1,Receive,0x0051,Data,Standard,0x08,x| 1B 88 A2 F8 00 C0 31 4B ,KC Tool:          3rd 8 bytes,,,,,
01583,"=""13:52:17.656""",0xB4FD92F,ch1,Receive,0x0052,Data,Standard,0x08,x| 1B 78 DB 07 10 D0 30 4B ,KC Tool:          4th 8 bytes,,,,,
01584,"=""13:52:17.656""",0xB4FD935,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01585,"=""13:52:17.656""",0xB4FD94E,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01586,"=""13:52:17.656""",0xB4FD953,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01587,"=""13:52:17.656""",0xB4FD979,ch1,Receive,0x004F,Data,Standard,0x08,x| 1B 78 10 2B 01 D0 11 2B ,KC Tool:          1st 8 bytes,,,,,
01588,"=""13:52:17.656""",0xB4FD980,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01589,"=""13:52:17.656""",0xB4FD98E,ch1,Receive,0x0050,Data,Standard,0x08,x| 0A D1 2E 4B 00 EB 80 05 ,KC Tool:          2nd 8 bytes,,,,,
01590,"=""13:52:17.656""",0xB4FD9A4,ch1,Receive,0x0051,Data,Standard,0x08,x| 1B 88 4B 43 4F EA 13 43 ,KC Tool:          3rd 8 bytes,,,,,
01591,"=""13:52:17.656""",0xB4FD9B9,ch1,Receive,0x0052,Data,Standard,0x08,x| 13 80 B5 FB F9 F3 23 80 ,KC Tool:          4th 8 bytes,,,,,
01592,"=""13:52:17.656""",0xB4FD9BF,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01593,"=""13:52:17.656""",0xB4FDA18,ch1,Receive,0x004F,Data,Standard,0x08,x| 29 4B 1B 78 1B 07 09 D5 ,KC Tool:          1st 8 bytes,,,,,
01594,"=""13:52:17.685""",0xB4FDA2D,ch1,Receive,0x0050,Data,Standard,0x08,x| 28 4B 1B 88 59 43 09 0C ,KC Tool:          2nd 8 bytes,,,,,
01595,"=""13:52:17.685""",0xB4FDA43,ch1,Receive,0x0051,Data,Standard,0x08,x| 11 80 00 EB 80 01 B1 FB ,KC Tool:          3rd 8 bytes,,,,,
01596,"=""13:52:17.685""",0xB4FDA58,ch1,Receive,0x0052,Data,Standard,0x08,x| F9 F0 20 80 24 48 25 4B ,KC Tool:          4th 8 bytes,,,,,
01597,"=""13:52:17.685""",0xB4FDA5E,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01598,"=""13:52:17.685""",0xB4FDA7E,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
01599,"=""13:52:17.685""",0xB4FDAAC,ch1,Receive,0x004F,Data,Standard,0x08,x| 11 88 24 88 02 78 1B 78 ,KC Tool:          1st 8 bytes,,,,,
01600,"=""13:52:17.685""",0xB4FDAB0,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01601,"=""13:52:17.685""",0xB4FDAC2,ch1,Receive,0x0050,Data,Standard,0x08,x| A1 42 01 D8 B1 42 01 D2 ,KC Tool:          2nd 8 bytes,,,,,
01602,"=""13:52:17.685""",0xB4FDAD7,ch1,Receive,0x0051,Data,Standard,0x08,x| 02 2B 08 D0 A1 42 01 D9 ,KC Tool:          3rd 8 bytes,,,,,
01603,"=""13:52:17.685""",0xB4FDAEC,ch1,Receive,0x0052,Data,Standard,0x08,x| 01 2B 04 D0 22 F0 08 01 ,KC Tool:          4th 8 bytes,,,,,
01604,"=""13:52:17.685""",0xB4FDAF2,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01605,"=""13:52:17.685""",0xB4FDB4A,ch1,Receive,0x004F,Data,Standard,0x08,x| 01 70 BD E8 F0 83 42 F0 ,KC Tool:          1st 8 bytes,,,,,
01606,"=""13:52:17.716""",0xB4FDB4F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 ,BCM:              HEART_BEAT,,,,,
01607,"=""13:52:17.716""",0xB4FDB53,ch1,Receive,0x0041,Data,Standard,0x05,x| 1D F1 04 00 01 ,BCM:              AUTONOMY_CONTROL_COMMAND,,,,,
01608,"=""13:52:17.716""",0xB4FDB5F,ch1,Receive,0x0050,Data,Standard,0x08,x| 08 01 F9 E7 56 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
01609,"=""13:52:17.716""",0xB4FDB75,ch1,Receive,0x0051,Data,Standard,0x08,x| AA 00 00 20 10 02 00 20 ,KC Tool:          3rd 8 bytes,,,,,
01610,"=""13:52:17.716""",0xB4FDB8A,ch1,Receive,0x0052,Data,Standard,0x08,x| A8 00 00 20 3E 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
01611,"=""13:52:17.716""",0xB4FDB90,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01612,"=""13:52:17.716""",0xB4FDBD1,ch1,Receive,0x004F,Data,Standard,0x08,x| 82 02 00 20 40 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
01613,"=""13:52:17.716""",0xB4FDBD8,ch1,Receive,0x0060,Data,Standard,0x05,x| 81 00 00 00 00 ,KC Tool:          NOT_USED,,,,,
01614,"=""13:52:17.716""",0xB4FDBDD,ch1,Receive,0x04CA,Data,Standard,0x08,x| 02 01 01 00 00 00 00 00 ,Control Panel:    CONTROL_PANEL_UPDATE_COMMAND,,,,,
01615,"=""13:52:17.716""",0xB4FDBE7,ch1,Receive,0x0050,Data,Standard,0x08,x| 84 02 00 20 42 03 00 20 ,KC Tool:          2nd 8 bytes,,,,,
01616,"=""13:52:17.716""",0xB4FDBFB,ch1,Receive,0x0051,Data,Standard,0x08,x| 86 02 00 20 46 03 00 20 ,KC Tool:          3rd 8 bytes,,,,,
01617,"=""13:52:17.716""",0xB4FDC10,ch1,Receive,0x0052,Data,Standard,0x08,x| 88 02 00 20 48 03 00 20 ,KC Tool:          4th 8 bytes,,,,,
01618,"=""13:52:17.716""",0xB4FDC16,ch1,Receive,0x0069,Data,Standard,0x08,x| 10 10 10 10 10 10 10 10 ,Kinetek:          HOST_IAP_REQUEST (IAP_RESPONSE)    	received 32 bytes,,,,,
01619,"=""13:52:17.716""",0xB4FDC6A,ch1,Receive,0x004F,Data,Standard,0x08,x| 8A 02 00 20 4A 03 00 20 ,KC Tool:          1st 8 bytes,,,,,
01620,"=""13:52:17.716""",0xB4FDC71,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 ,Control Panel:    HEART_BEAT,,,,,
